Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2011-02-11 00:00:00-05:00,18.08640336734075,18.33744413870371,17.54438139307342,17.715545654296875,50610600,0.0,0.0
2011-02-14 00:00:00-05:00,17.715547080610868,17.858184339193038,17.51585578918457,17.51585578918457,6275900,0.0,0.0
2011-02-15 00:00:00-05:00,17.629963772671587,17.772601021784197,17.53297039974558,17.652786254882812,4337800,0.0,0.0
2011-02-16 00:00:00-05:00,17.71554861010925,17.93806349270901,17.4930348157455,17.527267456054688,4627100,0.0,0.0
2011-02-17 00:00:00-05:00,17.50444695746631,17.738372006690767,17.407453564746216,17.430274963378906,3290700,0.0,0.0
2011-02-18 00:00:00-05:00,17.504447399630887,17.903831135798068,17.344693252222356,17.89812660217285,2583800,0.0,0.0
2011-02-22 00:00:00-05:00,17.76689811469104,17.93235787128481,17.52156183463049,17.527267456054688,2454300,0.0,0.0
2011-02-23 00:00:00-05:00,17.550088752074977,17.629965270127126,17.259108608581652,17.356101989746094,2671200,0.0,0.0
2011-02-24 00:00:00-05:00,17.43026717837586,17.48732228182877,17.287629963861374,17.378917694091797,1698000,0.0,0.0
2011-02-25 00:00:00-05:00,17.418863613855883,17.54438401831955,17.287636499830235,17.40174674987793,2225900,0.0,0.0
2011-02-28 00:00:00-05:00,17.441685010923827,17.567206503623492,17.35610286750605,17.40174674987793,2380400,0.0,0.0
2011-03-01 00:00:00-05:00,17.487321930710156,17.561493890180355,17.24769137160781,17.373212814331055,1908000,0.0,0.0
2011-03-02 00:00:00-05:00,17.441686630249023,17.51015300428141,17.26481670566649,17.441686630249023,2197000,0.0,0.0
2011-03-03 00:00:00-05:00,17.504449968202255,17.55579948425293,17.41886780419655,17.55579948425293,1901800,0.0,0.0
2011-03-04 00:00:00-05:00,17.572908512458223,17.652786111312015,17.49303200184027,17.601436614990234,892300,0.0,0.0
2011-03-07 00:00:00-05:00,17.652787312069226,17.709842432778345,17.515855675308885,17.62996482849121,1049600,0.0,0.0
2011-03-08 00:00:00-05:00,17.572903733706852,17.709836412151542,17.572903733706852,17.669897079467773,827400,0.0,0.0
2011-03-09 00:00:00-05:00,17.62996422937431,17.67560810674331,17.538676474636304,17.544382095336914,294100,0.0,0.0
2011-03-10 00:00:00-05:00,17.521560947278488,17.521560947278488,16.973834377126163,17.173526763916016,2715200,0.0,0.0
2011-03-11 00:00:00-05:00,17.173526763916016,17.390334925875653,17.099354777393746,17.173526763916016,1896900,0.0,0.0
2011-03-14 00:00:00-04:00,17.116474894070283,17.241995318195112,17.00236462614868,17.110769271850586,1967700,0.0,0.0
2011-03-15 00:00:00-04:00,17.00806208755483,17.230576894411215,16.888247343139245,17.04800033569336,1968400,0.0,0.0
2011-03-16 00:00:00-04:00,17.053714583683178,17.207763122933404,16.979543669360584,17.145002365112305,2062200,0.0,0.0
2011-03-17 00:00:00-04:00,17.230581174564993,17.350395948743106,17.150703570210336,17.20205307006836,1511400,0.0,0.0
2011-03-18 00:00:00-04:00,17.23628699613237,17.40174674987793,17.162116095366564,17.40174674987793,1906600,0.0,0.0
2011-03-21 00:00:00-04:00,17.418861423654146,17.687019062842,17.344689443978535,17.584320068359375,1253000,0.0,0.0
2011-03-22 00:00:00-04:00,17.629964943108753,17.675608822325607,17.441683805309726,17.51585578918457,1014700,0.0,0.0
2011-03-23 00:00:00-04:00,17.418866016832123,17.49874254994308,17.087947551925968,17.127885818481445,2570500,0.0,0.0
2011-03-24 00:00:00-04:00,17.17353047695653,17.259112636016813,17.05942020605202,17.145002365112305,1411600,0.0,0.0
2011-03-25 00:00:00-04:00,17.122178329154426,17.16782221284542,16.83119816253582,16.842609405517578,2687100,0.0,0.0
2011-03-28 00:00:00-04:00,16.968131119206006,17.076535759401725,16.86543210094018,16.89966583251953,1552900,0.0,0.0
2011-03-29 00:00:00-04:00,16.97383393390163,17.053710451237436,16.854019157897927,16.99665641784668,1313800,0.0,0.0
2011-03-30 00:00:00-04:00,17.0422970652993,17.05370721687187,16.876837352786197,16.939598083496094,769700,0.0,0.0
2011-03-31 00:00:00-04:00,17.00236336430886,17.042302716882613,16.836904685161926,16.911075592041016,884400,0.0,0.0
2011-04-01 00:00:00-04:00,16.996657493007785,17.030890132854886,16.82549211730028,16.83119773864746,1869200,0.0,0.0
2011-04-04 00:00:00-04:00,16.79696273803711,16.945305607506732,16.688558124148567,16.79696273803711,1177900,0.0,0.0
2011-04-05 00:00:00-04:00,16.82548975252764,16.911071884235078,16.545920875224223,16.79696273803711,1021200,0.0,0.0
2011-04-06 00:00:00-04:00,16.808372497558594,16.825489358793867,16.665735251972105,16.808372497558594,725100,0.0,0.0
2011-04-07 00:00:00-04:00,16.842607391409953,16.865428786408362,16.62009253281906,16.67144203186035,1226100,0.0,0.0
2011-04-08 00:00:00-04:00,16.67143689525579,16.78554709979725,16.614382881220624,16.73419761657715,934800,0.0,0.0
2011-04-11 00:00:00-04:00,16.717091325585407,16.779852086575165,16.585865269185234,16.68856430053711,1160900,0.0,0.0
2011-04-12 00:00:00-04:00,16.602981809243065,16.682858348389722,16.129426020434902,16.391878128051758,1278100,0.0,0.0
2011-04-13 00:00:00-04:00,16.397577430788072,16.55733153574661,16.351933556262175,16.44892692565918,2766900,0.0,0.0
2011-04-14 00:00:00-04:00,16.42610826973203,16.637210816503625,16.30058677769228,16.614389419555664,785800,0.0,0.0
2011-04-15 00:00:00-04:00,16.608684162724202,16.63150556017296,16.36905350421416,16.47745704650879,863900,0.0,0.0
2011-04-18 00:00:00-04:00,16.426106985175252,16.454634001188328,16.10659874700211,16.272058486938477,882400,0.0,0.0
2011-04-19 00:00:00-04:00,16.311994109993037,16.466042583348422,16.277761478659304,16.420398712158203,1121200,0.0,0.0
2011-04-20 00:00:00-04:00,16.53451453589762,16.888255496922575,16.426110978107992,16.80267333984375,2054000,0.0,0.0
